timestamp,motivo,arquivo
2026-06-09T20:08:31.411730,falha_liveness,falha_liveness_20260609_200831.jpg
2026-06-09T20:09:33.655680,falha_reconhecimento,falha_reconhecimento_20260609_200933.jpg
